name,manufacturer,form_factor,evaluation_or_commercialization,processor_architecture,processor_core_count,processor_manufacturer,processor_tdp,memory,onboard_storage,input_voltage,io_count,wireless,operating_system_bsp,operating_temperature_max,operating_temperature_min,certifications,short_summary,full_summary,full_product_description,target_applications
DPIII,D SYSTEMS,RASPBERRY PI,Not Available,ARM Cortex-A72,quad-core,Broadcom,Not Available,"1 GB, 2 GB. or 4GB LPDDR3-1866","8GB, 16GB, 32GB, 64GB or 128GB eMMC flash",5V-20V up to 3A/1A,['Not Available'],802.11 a/b/g/n/ac WiFi 5 and Bluetooth 4.2 Classic + LE,"['RASPBERRY PI OPERATING SYSTEM', 'RASPBIAN', 'PIXEL']",85 degrees Celsius,0 degrees Celsius,Not Available,The DPiII is a primary display for Raspberry Pi that plugs directly on top and displays primary output like normally sent to HDMI or Composite output. It features an integrated Resistive Touch panel enabling the DPiII to function with Raspberry Pi without the need for a mouse.,The DPiII is designed to work with the Raspberry Pi Operating System (previously named Raspbian) running on the official Raspberry Pi operating system. It is also compatible with Pixel. The DPiII and Raspberry Pi are interfaced via a high-speed 50Mhz SPI connection and uses an onboard processor for direct command interpretation and SPI communication compression.,The DPiII is a primary display for Raspberry Pi that plugs directly on top and displays primary output like normally sent to HDMI or Composite output. It features an integrated Resistive Touch panel enabling the DPiII to function with Raspberry Pi without the need for a mouse. The DPiII and Raspberry Pi are interfaced via a high-speed 50Mhz SPI connection and uses an onboard processor for direct command interpretation and SPI communication compression. It is designed to work with the Raspberry Pi Operating System (previously named Raspbian) running on the official Raspberry Pi operating system. It is also compatible with Pixel.,Not Available
EDGE FAMILY COMPARISON BETWEEN MODELS,KHADAS,VIMS FORM,Not Available,ARM Cortex A76 and A55,8,Rockchip,Not Available,16GB LPDDR4X,64GB eMMC 5.1,5~20V,['Not Available'],"2T2R Wi-Fi 6, IEEE 802.11 ax/ac/a/b/g/n, Bluetooth 5.0",Not Available,Not Available,Not Available,Not Available,"Comparison between different models of the Edge family by Khadas. The models are designed with a VIMs form factor and are compatible with the Tone Board. They come with different options for power input, camera, screen, buttons, LED, battery, GPIO header, TF card, IR receiver, touch panel, M socket, LAN, gesture control, motion tracking, RTC battery header, audio codec, buzzer, and USIC. The board dimensions vary between models.","The Edge family by Khadas includes different models with varying features. They are designed with a VIMs form factor and are compatible with the Tone Board. The models have different options for power input, camera, screen, buttons, LED, battery, GPIO header, TF card, IR receiver, touch panel, M socket, LAN, gesture control, motion tracking, RTC battery header, audio codec, buzzer, and USIC. The board dimensions vary between models. Some models support the Khadas PDK and have a built-in charging circuit for the battery module. The EdgeV model has extra GPIO pins and includes an STMS MCU IO M Socket for additional connectivity options. The models also support carrier boards via a MXM connector.","The Edge family by Khadas includes different models with varying features. They are designed with a VIMs form factor and are compatible with the Tone Board. The models have different options for power input, camera, screen, buttons, LED, battery, GPIO header, TF card, IR receiver, touch panel, M socket, LAN, gesture control, motion tracking, RTC battery header, audio codec, buzzer, and USIC. The board dimensions vary between models. Some models support the Khadas PDK and have a built-in charging circuit for the battery module. The EdgeV model has extra GPIO pins and includes an STMS MCU IO M Socket for additional connectivity options. The models also support carrier boards via a MXM connector. The PCB design includes through-hole layers and HDI layers.","digital signage, home gaming, media consumption device"
CUBOX,NXP,Not Available,False,ARM,4,NXP,Not Available,4GB DDR,4GB eMMC,5V,"['1x USB', '1x eSATA', '1x Ethernet RJ']","['WiFi abgn', 'Bluetooth']",IOS,70C,0C,Not Available,"Single Quadcore 64-bit processors 1.2GHz, Onboard Wifi abgn, Bluetooth, 4GB eMMC, Robust deployment, proved broad software support.","CuBoxi with up to 4x Arm Cortex-A cores. It has onboard Wifi abgn, Bluetooth, 4GB eMMC. It is robust for deployment and has proved broad software support.","CuBoxi with NXP iMX Quad core Arm Cortex A 1.2GHz processor, 4GB DDR memory, 4GB eMMC onboard storage. It has 1x USB, 1x eSATA, 1x Ethernet RJ interfaces. It supports IOS operating system. The operating temperature is from 0C to 70C. It comes with ABS Plastic enclosure.",Not Available
FETMXULLC,NXP,System Module,False,Cortex-A,2,NXP,Not Available,512 MB RAM,512 MB NandFlash,5V,"['1 x UART', '1 x Ethernet', '1 x CAN', '1 x USB', '1 x LCD']",Wi-Fi/Bluetooth,Linux,+85°C,-30°C,"FSLNISTCAVP, NIST Crypto Algorithm Validation Program",The FETMXULLC is a compact and powerful system module based on the NXP Cortex-A CPU i.MXULL processor. It supports various peripherals and runs at a frequency of 528 MHz.,"The FETMXULLC system module is designed around the NXP Cortex-A CPU i.MXULL processor. It operates at a frequency of 528 MHz and supports a variety of peripherals including UART, Ethernet, CAN, USB, and LCD. The module features 512 MB of RAM and 512 MB of NandFlash storage. It operates on a 5V input voltage and runs on the Linux operating system.","The FETMXULLC system module is a compact and powerful solution based on the NXP Cortex-A CPU i.MXULL processor. It operates at a frequency of 528 MHz and supports a variety of peripherals including UART, Ethernet, CAN, USB, and LCD. The module features 512 MB of RAM and 512 MB of NandFlash storage. It operates on a 5V input voltage and runs on the Linux operating system. The module is designed for a wide range of applications including IoT, power industry, medical, environment monitoring, smart city, smart agriculture, industrial control, HMI, financial, EV charger, etc.","['IoT', 'power industry', 'medical', 'environment monitoring', 'smart city', 'smart agriculture', 'industrial control', 'HMI', 'financial', 'EV charger']"
MUSTANG-VMX,IEI,Half-Height Half-Length Singleslot,Commercialization,Intel Movidius Myriad X MA2485 VPU,Eight,Intel,2.5W,32 GB pre-installed (for E3 sku),"2 x 2.5’’ SATA 6Gb/s HDD/SSD bay, RAID 0/1 support",PCIe pin 12V external power,['Not Available'],Not Available,"['Ubuntu 16.04/18.04 LTS 64-bit', 'CentOS 7.6 64-bit', 'Windows 10 64-bit']",50C,0C,RoHS,"The Mustang-VMX is a compact, low power consumption AI edge computing device that supports the OpenVINO toolkit and can execute multiple topologies simultaneously.",The Mustang-VMX is a compact AI solution with low power consumption of approximately 30W. It supports the OpenVINO toolkit and is an AI edge computing ready device. It features eight Intel Movidius Myriad X VPU that can execute multiple topologies simultaneously.,"The Mustang-VMX is a compact AI solution with low power consumption of approximately 30W. It supports the OpenVINO toolkit and is an AI edge computing ready device. It features eight Intel Movidius Myriad X VPU that can execute multiple topologies simultaneously. It comes with a full height bracket, an external power cable, and a QIG. It operates on Ubuntu 16.04/18.04 LTS 64-bit, CentOS 7.6 64-bit, and Windows 10 64-bit. It has a power consumption of approximately 30W and operates at a temperature of 0C to 50C. It is RoHS compliant.",AI edge computing
COMPUTE MODULE,RASPBERRY PI,DDR SODIMM,False,BCM,Not Available,RASPBERRY PI,Not Available,512 Mbyte RAM,4 Gbyte eMMC Flash,4.75V-5.25V,['48'],Not Available,ARMv8 Instruction Set,80C,-25C,Not Available,The Compute Module is a Raspberry Pi in a flexible form factor intended for industrial application. It contains the guts of a Raspberry Pi (BCM processor and 512 Mbyte RAM) as well as 4 Gbyte eMMC Flash device.,"The Compute Module is a Raspberry Pi in a flexible form factor intended for industrial application. It contains the guts of a Raspberry Pi (BCM processor and 512 Mbyte RAM) as well as 4 Gbyte eMMC Flash device. This is integrated into a small 67.6x30mm board that fits into a standard DDR2 SODIMM connector. The Flash memory is connected directly to the processor on the board, and the remaining processor interfaces are available to the user via the connector pins.","The Compute Module is a Raspberry Pi in a flexible form factor intended for industrial application. It contains the guts of a Raspberry Pi (BCM processor and 512 Mbyte RAM) as well as 4 Gbyte eMMC Flash device. This is integrated into a small 67.6x30mm board that fits into a standard DDR2 SODIMM connector. The Flash memory is connected directly to the processor on the board, and the remaining processor interfaces are available to the user via the connector pins. The module is available for purchase in single units or in batches of hundreds or thousands.",Industrial applications
PACG,IEI,Fullsize slot,False,"Armv9, Armv8-R, Armv8-M, Intel Xeon fourth-generation, AMD EPYC 9004 Series","Up to 60 cores, Up to 96 cores","Arm, Intel, AMD",Up to 400W,"64xDDR5 DIMM, 128 DIMM slots of DDR5",1 x HDD,Not Available,"['1 x LPT', '1 x COM']",Not Available,Not Available,50 C,0 C,['RoHS'],"The PACG is a fullsize slot compact chassis with one HDD bay, seven expansion slots, and a cooling fan.","The PACG is a RoHS compliant fullsize slot compact chassis. It features one HDD bay, seven expansion slots, and a cooling fan. It has a metal and plastic construction and comes in black color.","The PACG is a RoHS compliant fullsize slot compact chassis. It features one HDD bay, seven expansion slots, and a cooling fan. It has a metal and plastic construction and comes in black color. It has a net weight of 7kg and a gross weight of 9kg. It supports PICMG backplane.","Virtualization, High-performance computing, Large-scale core databases, SAP HANA memory computing, Critical application virtualization integration, High-performance computing, Cloud-based storage, Video storage, Big data, Data archive"
ET COM EXPRESS,IBASE,COM Express Type,Not Available,Intel Xeon E Core iii,Not Available,INTEL,Not Available,"DDR SODIMM, Max 64GB",Not Available,Not Available,"['USB', 'USB 3.0', 'COM', 'SATA III', 'GbE LAN']",Not Available,Not Available,55C,-20C,Not Available,"ET COM Express is a product by IBASE featuring Intel Xeon E Core iii processor, DDR SODIMM memory up to 64GB, and multiple I/O interfaces.","ET COM Express is a powerful embedded system module by IBASE. It features a 4th Generation Intel Xeon E Core iii processor, DDR SODIMM memory up to 64GB, and Intel QM Chipset. It supports multiple I/O interfaces including USB, USB 3.0, COM, SATA III, and GbE LAN. The system operates between -20C to 55C temperature range.","ET COM Express is a powerful embedded system module by IBASE. It features a 4th Generation Intel Xeon E Core iii processor, DDR SODIMM memory up to 64GB, and Intel QM Chipset. It supports multiple I/O interfaces including USB, USB 3.0, COM, SATA III, and GbE LAN. The system operates between -20C to 55C temperature range. The product dimensions are 125mm x 95mm.",Not Available
LOW POWER DISPLAY FRONT LIGHT DEVELOPMENT KITS,AZUMO,Not Available,True,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5.0V,['Not Available'],Not Available,Not Available,80oC,-30oC,Not Available,"The Azumo dev kits provide a customized experience to evaluate display front light and respective display technology. The Azumo front light optical film is designed to laminate the front surface of reflective displays to provide high quality, on-demand lighting.",This thin display module allows product designers to develop ultra-thin devices that maximize battery life. One low-power LED is included. Front Light uses less power compared to traditional backlighting. The 0.3mm thick Azumo film is 10x thinner than alternative lightguides.,"The Azumo dev kits provide a customized experience to evaluate display front light and respective display technology. You can drag-and-drop custom images, alter display brightness by powering the dev kit with control software. The Azumo front light optical film is designed to laminate the front surface of reflective displays to provide high quality, on-demand lighting. This thin display module allows product designers to develop ultra-thin devices that maximize battery life. One low-power LED is included. Front Light uses less power compared to traditional backlighting. The 0.3mm thick Azumo film is 10x thinner than alternative lightguides.","['Industrial', 'Medical', 'Defense', 'Wearables', 'Internet of Things', 'Consumer Electronics', 'Educational', 'Custom Applications', 'Automotive']"
OVERO AIRSTORMY COM,GUMSTIX,Not Available,Commercialization,ARM Cortex-A,Single Core,TEXAS INSTRUMENTS,Not Available,512 MB RAM,512 MB NAND,3.3 - 4.2 V DC,['Not Available'],"['WiFi b/g/n', 'Bluetooth BLE']",Linux,70°C,0°C,RoHS Compliant,"The Overo AirSTORMY COM is a mid-level product featuring a Texas Instruments AM Sitara applications processor, 512MB RAM, 512MB NAND, and wireless capabilities including WiFi and Bluetooth BLE.","The Overo AirSTORMY COM is a mid-level product featuring a Texas Instruments AM Sitara applications processor, 512MB RAM, 512MB NAND, and wireless capabilities including WiFi and Bluetooth BLE. It uses a new Panasonic 70-pin connector and includes a UFL Antenna Collar and a microSD Card Slot. The product is manufactured by Gumstix.","The Overo AirSTORMY COM is a mid-level product featuring a Texas Instruments AM Sitara applications processor, 512MB RAM, 512MB NAND, and wireless capabilities including WiFi and Bluetooth BLE. It uses a new Panasonic 70-pin connector and includes a UFL Antenna Collar and a microSD Card Slot. The product is manufactured by Gumstix. The processor architecture is ARM Cortex-A, and it is a single core processor. The product also features a Texas Instruments TPS Power Management system.",smart electronics devices
MIXTILE EDGE KIT IOT EDGE COMPUTER,MIXTILE,Single Board Computer,True,Cortex-A,Quad-core,ROCKCHIP,Not Available,4 GBytes LPDDR4 SDRAM,16 GBytes eMMC Flash Memory,"5VDC PD Type-C, 12VDC DC jack, SATA power port","['1x Gigabit Ethernet Port', '1x MicroSD Flash Expansion Socket', '2x USB ports', '1x M.2 Socket', '1x MiniPCIe Socket', '1x HDMI', '1x eDP', '1x MIPI-DSI', '1x MIPI-CSI', '1x RS-232', '1x CAN', '1x I2C', '1x UART', '1x PDM', '1x SPDIF', '1x Speaker', '1x IR', '1x ADC', '1x U.2 Socket']","['WiFi ax', 'Dual-Mode Bluetooth', 'Support GG/LoRa/Zigbee module']","['Android', 'Linux']",70C,-20C,Not Available,"The MIXTILE Edge Kit is a high-performance single-board computer designed for a wide range of IoT networking and computing applications. It features a Rockchip Quad-core Cortex-A SoC Processor, 4GB LPDDR4 SDRAM, and 16GB eMMC Flash Memory.","The MIXTILE Edge Kit is a high-performance single-board computer designed for a wide range of IoT networking and computing applications. It features a Rockchip Quad-core Cortex-A SoC Processor, 4GB LPDDR4 SDRAM, and 16GB eMMC Flash Memory. The kit supports a variety of wireless technologies including WiFi ax, Dual-Mode Bluetooth, and GG/LoRa/Zigbee modules. It also has a wide range of I/O interfaces and supports Android and Linux operating systems.","The MIXTILE Edge Kit is a high-performance single-board computer designed for a wide range of IoT networking and computing applications. It features a Rockchip Quad-core Cortex-A SoC Processor, 4GB LPDDR4 SDRAM, and 16GB eMMC Flash Memory. The kit supports a variety of wireless technologies including WiFi ax, Dual-Mode Bluetooth, and GG/LoRa/Zigbee modules. It also has a wide range of I/O interfaces and supports Android and Linux operating systems. The kit operates at a temperature range of -20C to 70C and requires an input voltage of 5VDC PD Type-C, 12VDC DC jack, or SATA power port.","['IoT networking', 'computing applications']"
MAI AI EDGE COMPUTING MODULE KNERON KL NPU,MOUSER ELECTRONICS,M.2 BM KEY,False,ARM,DUAL CORE,KNERON,Not Available,LPDDR,32GB,Not Available,['Not Available'],Not Available,"['PYTORCH', 'ONNX', 'TENSORFLOW', 'TENSORFLOW LITE', 'KERAS', 'CAFFE']",70 C,-20 C,"['CE', 'FCC CLASS A']","The MAI AI Edge Computing Module Kneron KL NPU is a dual-core ARM processor with LPDDR memory, supporting a range of operating systems and frameworks. It is certified by CE and FCC Class A.","The MAI AI Edge Computing Module Kneron KL NPU is a powerful, dual-core ARM processor module designed for AI edge computing. It supports a range of operating systems and frameworks including Pytorch, ONNX, TensorFlow, Tensorflow lite, Keras, and Caffe. The module is certified by CE and FCC Class A, ensuring its quality and safety. It operates at a temperature range of -20 C to 70 C.","The MAI AI Edge Computing Module Kneron KL NPU is a high-performance, dual-core ARM processor module designed for AI edge computing. It features LPDDR memory and supports a variety of operating systems and frameworks including Pytorch, ONNX, TensorFlow, Tensorflow lite, Keras, and Caffe. The module is certified by CE and FCC Class A, ensuring its quality and safety. It operates at a temperature range of -20 C to 70 C. The module comes with a M.2 BM Key form factor and is manufactured by Mouser Electronics.",AI EDGE COMPUTING
