product_id,name,manufacturer,form_factor,evaluation_or_commercialization,processor_architecture,processor_core_count,processor_manufacturer,processor_tdp,memory,onboard_storage,input_voltage,io_count,wireless,operating_system_bsp,operating_temperature_max,operating_temperature_min,certifications,short_summary,full_summary,full_product_description,target_applications,duplicate_ids
SYS-D02-UDO-3130-0001-C0,PICOITX SINGLE BOARD COMPUTER,SECO,PICOITX,False,X86,4,INTEL,6W,"LPDDR4, up to 8GB","eMMC, 64GB",12VDC,['112 Available Ports'],"['WiFi', 'Bluetooth']","['Windows 10 IoT Core', 'Linux LTS', 'Yocto']",60°C,0°C,RoHS,"PicoITX Single Board Computer with Intel Atom, Celeron, and Pentium processors, suitable for industrial applications.","The SECO PicoITX Single Board Computer is designed for industrial applications, featuring Intel Atom, Celeron, and Pentium processors, integrated graphics, and multiple connectivity options including WiFi and Bluetooth.","The SECO PicoITX Single Board Computer is equipped with Intel Atom, Celeron, and Pentium processors, offering up to 4 cores and integrated Intel HD Graphics. It supports up to 8GB LPDDR4 memory and 64GB eMMC storage. Connectivity options include dual Gigabit Ethernet, USB ports, and wireless capabilities with WiFi and Bluetooth. It supports multiple operating systems including Windows 10 IoT Core, Linux LTS, and Yocto, and operates within a temperature range of 0°C to 60°C.","['Industrial Automation', 'Smart Devices', 'Digital Signage', 'Safety Surveillance']","['SYS-D02-UDO-3130-0001-C0', 'SYS-D02-UDO-4240-0001-C0']"
LEC-MTK-I1200-8G-64G-CT,LECMTKIGGBWCT,ADLINK TECHNOLOGY INC,SMARC,False,ARM,8,MEDIATEK,,8 GB LPDDR4X,64 GB UFS,5 VDC,"['2x USB', '4x UART', '2x CAN', '2x SPI', '4x I2C', '12x GPIO', '1x PCIe']","Wi-Fi IEEE 802.11ac, Bluetooth 5.0","['Canonical Ubuntu', 'Yocto Linux']",85°C,-40°C,"['IEC 60068-2-27', 'IEC 60068-2-64', 'MIL-STD-810F']","SMARC short size module with MediaTek Genio platform, featuring 8-core ARM Cortex-A processors, 8 GB LPDDR4X memory, and 64 GB UFS storage.","The LECMTKIGGBWCT is a SMARC short size module designed for industrial applications, powered by MediaTek Genio platform. It includes an octa-core ARM Cortex-A processor, 8 GB LPDDR4X RAM, and 64 GB UFS storage. It supports dual GbE ports, multiple I/O interfaces, and wireless connectivity with Wi-Fi and Bluetooth.","The LECMTKIGGBWCT module from ADLINK Technology is built on the MediaTek Genio platform, offering robust performance with its octa-core ARM Cortex-A processors. It features 8 GB of LPDDR4X memory and 64 GB of UFS storage, making it suitable for demanding applications. The module supports a wide range of I/O interfaces including USB, UART, CAN, SPI, I2C, and GPIO, along with PCIe expansion. It is equipped with dual GbE ports for networking and supports wireless communication through Wi-Fi and Bluetooth. The module is designed to operate in harsh environments with an extended temperature range from -40°C to 85°C and complies with industrial standards for shock and vibration.","['Industrial automation', 'IoT devices', 'Embedded systems', 'Smart gateways']",['LEC-MTK-I1200-8G-64G-CT']
36022-0000-22-2,COM EXPRESS BASIC TYPE 6,KONTRON,COM EXPRESS,False,X86,2,INTEL,15W,Up to 32 GByte DDR4 SODIMM,Up to 64 GByte SLC eMMC,12V,['Not Available'],,"['Windows', 'Linux', 'VxWorks']",85°C,-40°C,IEC 60068-2-1,COM Express module with Intel Core processors and extensive I/O options.,"The COM Express Basic Type 6 module features Intel's 7th Gen Core processors, supporting up to 32GB DDR4 memory, and offers a wide range of I/O interfaces including PCIe, USB, and SATA.","This module is designed for high-performance embedded applications, featuring Intel Core i7/i5/i3 and Celeron processors, integrated Intel HD Graphics, and support for multiple operating systems. It includes up to 64GB of onboard eMMC storage and supports a wide temperature range for industrial applications.","['Industrial Automation', 'Medical Devices', 'Transportation']","['36022-0000-22-2', '36022-0000-24-3', '36022-0000-26-5', '36022-0000-28-7', '36022-4000-26-5', '36022-8000-28-7', '36022-8000-28-7EXT', '36022-8032-28-7', '36022-8032-28-7EXT']"
36028-0000-16-5,COMECWL ES,KONTRON,COM EXPRESS COMPACT,False,x86,4,INTEL,15W,Up to 64 GByte DDR4 SODIMM,Up to 1 TByte NVMe SSD,12V,"['4x USB 3.1', '4x USB 2.0', '2x SATA', '1x PCIe x4', '1x PCIe x1', '1x Ethernet']",,"['Windows', 'Linux', 'VxWorks']",85°C,-40°C,,"COM Express Compact module with Intel Core and Celeron processors, supporting up to 64GB DDR4 memory and NVMe SSD.","The COMecWL ES is a COM Express Compact module featuring Intel's 8th Generation Core and Celeron processors. It supports up to 64GB DDR4 memory and optional NVMe SSD storage, making it suitable for industrial applications.","The COMecWL ES by Kontron is a high-performance COM Express Compact module designed for industrial applications. It features Intel's 8th Generation Core and Celeron processors, integrated Intel UHD Graphics, and supports up to 64GB DDR4 memory. The module offers extensive connectivity options including multiple USB, SATA, and PCIe interfaces, and supports operating systems like Windows, Linux, and VxWorks. It is designed to operate in a wide temperature range, making it ideal for harsh environments.","['Industrial automation', 'Embedded computing', 'IoT applications']","['36028-0000-16-5', '36028-0000-17-7', '36028-0000-20-2', '36028-0000-20-2EXT', '36028-0000-22-3', '36028-0000-22-3EXT', '36028-1610-17-7', '36028-4000-16-5', '36028-8000-17-7', '36029-0000-22-3', '36029-4000-16-5', '36029-8000-17-7']"
SOM-5893RG-U2A1E,COM EXPRESS BASIC MODULE,ADVANTECH,COM EXPRESS BASIC,False,X86,Quad Core,AMD,35W,"Dual DDR3L SODIMM sockets, up to 32GB",,12V,"['PCIe x16, PCIe x4, SATA III, USB 3.0, USB 2.0, HD Audio, LPC, SMBus, I2C']",,"['Windows Embedded Standard', 'Linux']",60°C,0°C,,"COM Express Basic Module with AMD R-Series APU, supporting quad displays and high-speed interfaces.","The COM Express Basic Module features the second generation AMD embedded R-Series APU, offering outstanding graphics performance with support for four independent displays and a variety of high-speed interfaces including PCIe, SATA, and USB.","This module is designed for high-performance embedded applications, featuring AMD's R-Series APU with quad-core processing and Radeon HD graphics. It supports dual DDR3L SODIMM sockets for up to 32GB of memory, multiple display outputs, and a range of I/O interfaces. The module is suitable for applications requiring robust graphics and processing capabilities.","['Industrial Automation', 'Digital Signage', 'Gaming', 'Medical Imaging']","['SOM-5893RG-U2A1E', 'SOM-5893RG-U7A1E']"
MIO-2360N-S2A2,MIO,ADVANTECH,PICOITX,False,X86,QuadCore,INTEL,"6W, 9W, 12W","SODIMM DDRL MHz, Max Capacity 8GB",mSATA,12V,"['USB, SATA, RS232, VGA, HDMI']",M.2 E-Key for wireless module,"['Windows 10', 'Ubuntu 18.04 LTS']",60°C,-20°C,"CE, FCC Class B","MIO PicoITX SBC with Intel processors, supporting dual display and various I/O interfaces.","The MIO PicoITX SBC features Intel Pentium, Celeron, and Atom processors, supporting DDRL memory, mSATA storage, and dual display outputs via VGA and HDMI. It is designed for embedded applications with a wide range of I/O interfaces.","The MIO PicoITX SBC is a compact single-board computer featuring Intel Pentium, Celeron, and Atom processors. It supports up to 8GB of DDRL memory and mSATA storage. The board offers dual display capabilities with VGA and HDMI outputs, and includes a variety of I/O interfaces such as USB, SATA, and RS232. It is suitable for embedded applications requiring reliable performance in a small form factor.","['Embedded Systems', 'Industrial Automation', 'Digital Signage']",['MIO-2360N-S2A2']
iW-G46S-OSXD-4L002G-E008G-BIA,IMX XLITE PICO ITX SBC,IWAVE SYSTEMS,PICO ITX,False,ARM,"2 Cortex-A7, 2 Cortex-M4F",NXP,,1GB LPDDR3,8GB eMMC Flash,5V,"['USB OTG micro AB', 'RS232', 'UART', 'CAN', 'Audio/Video', 'Ethernet']",Wi-Fi & Bluetooth 5.0 module,Linux,85°C,-40°C,"['REACH', 'RoHS']","The iMX XLite Pico ITX SBC is a compact single board computer designed for automotive and industrial applications, featuring NXP's iMX XLite processor.","The iMX XLite Pico ITX SBC integrates NXP's iMX XLite offerings with dual Cortex-A7 and Cortex-M4F cores, designed for automotive and industrial applications requiring robust connectivity and processing power.","The iMX XLite Pico ITX SBC by iWave Systems is a compact single board computer featuring NXP's iMX XLite processor with dual Cortex-A7 and Cortex-M4F cores. It supports a wide range of interfaces including USB OTG, RS232, UART, CAN, and Ethernet, making it suitable for automotive and industrial applications. The board supports Linux OS and is compliant with REACH and RoHS standards.","['Automotive', 'Building Control', 'Robotics']",['iW-G46S-OSXD-4L002G-E008G-BIA']
AIMB-275G2-00A5E,AIMB,ADVANTECH,MINI-ITX,False,x86,4 cores,INTEL,35W to 65W,64GB DDR4 2133MHz SDRAM,"M.2 SSD, mSATA",12V DC,"['3x HDMI', '1x Display Port', '2x Ethernet', '6x USB', 'Audio', 'Serial RS-232']",WiFi,Ubuntu,60°C,0°C,RoHS COMPLIANT,Mini-ITX motherboard supporting Intel 6th/7th Gen Core processors with multiple display outputs and extensive I/O options.,"The AIMB Mini-ITX motherboard supports Intel 6th and 7th Gen Core processors, offering triple display support via HDMI, Display Port, and LVDS. It features extensive I/O options including multiple USB ports, Ethernet, and audio interfaces, making it suitable for a variety of applications.","The AIMB Mini-ITX motherboard by Advantech is designed for high-performance computing with support for Intel 6th and 7th Gen Core processors. It includes dual-channel DDR4 memory support up to 64GB, multiple storage options including M.2 and mSATA, and a wide range of I/O interfaces. The board is RoHS compliant and supports a 12V DC input, making it ideal for embedded and industrial applications.","['Embedded systems', 'Industrial automation', 'Digital signage', 'Kiosk systems']","['AIMB-275G2-00A5E', 'AIMB-275VG-00A5E']"
SNMP-1000-E1B1E,SNMPB,ADVANTECH,PCI-ISA,False,,4,Intel,6W to 45W,Up to 32GB DDR4,64GB on board NAND Flash,12~24V DC-in,['Not Available'],,"Microsoft Windows, Linux, SUSIAccess",60 C,0 C,"CE, FCC, UL, CCC",SNMPB is a platform-independent system management module for monitoring and managing system conditions.,The SNMPB module detects system operating conditions and notifies users to avert system failure. It integrates with existing SNMP-based network management environments and features a web-based administration interface.,"SNMPB is a modular system management module that monitors internal system conditions such as temperature, voltage, and fan rotation. It supports multiple network protocols and provides remote alarm notifications. The module is designed for easy integration and customization, with a compact form factor that fits standard PCI-ISA slots.",Critical applications requiring reliable system monitoring and management.,"['SNMP-1000-E1B1E', 'SNMP-1000-E2B1E']"
SC0021,RASPBERRY PI MODEL B,RASPBERRY PI,RASPBERRY PI,True,ARM v8,Quad core,Broadcom,,"1GB, 2GB, 4GB or 8GB LPDDR4",Micro SD card slot,5V,['40-pin GPIO'],"802.11 b/g/n/ac Wireless LAN, Bluetooth 5.0 with BLE",Mature Linux software stack,50 degrees Celsius,0 degrees Celsius,Modular compliance certification,A compact and versatile single-board computer for various applications.,"The Raspberry Pi Model B is a reduced schematic single-board computer designed for educational and development purposes, featuring GPIO and various interfaces.","The Raspberry Pi Model B is a compact single-board computer that offers a range of GPIO pins and interfaces for connecting peripherals. It is designed for educational purposes and prototyping, providing a platform for learning and development.","Education, Prototyping, Development",['SC0021']
10J200RCB00X0,RCB,NEXCOBOT,MINIITX,False,x86-64,4C/8T,INTEL,28W,"Dual DDR SODIMMs, 32GB maximum support",128 GB eMMC flash,12V,"['4x USB', '2x LAN', '1x VGA', '1x HDMI', '1x PCIe x16', '1x miniPCIe', '1x SATA', '2x RS232']",LTE 5G support via M.2 Key B,"Windows 10, Ubuntu 21.04.0",60°C,0°C,"['CE', 'FCC Class A', 'EN 61000-6-4', 'EN 61000-6-2']",RCB is a MiniITX form factor board designed for robotic control applications with rich I/O options.,"The RCB board by NEXCOBOT is tailored for robotic control, featuring a MiniITX form factor, Intel processors, and extensive I/O including LAN, USB, VGA, and PoE support.","RCB is a MiniITX board equipped with Intel's latest generation Core i3 and Celeron processors, supporting dual DDR SODIMMs up to 32GB. It offers a variety of I/O interfaces including LAN, USB, VGA, HDMI, and PoE, making it ideal for robotic control applications. The board is compliant with CE, FCC Class A, and EN standards.","['Robotic control', 'Industrial automation', 'Machine vision']",['10J200RCB00X0']
SRLX216S00D00GE064H09CE,HONEYCOMB LX BASE U SERVER,SOLIDRUN,U RACKMOUNT CHASSIS,False,ARM,16,NXP,,Up to 128GB DDR4 DIMM,"64GB eMMC, MicroSD, SATA",,"['Multiple USB, SFP, QSFP, PCIe slots']",,,60°C,0°C,Arm SystemReady ES,"Dual Cortex-A72 CPU cores, U Rackmount Chassis, up to 128GB DDR4.","The HoneyComb LX Base U Server features dual Cortex-A72 CPU cores, U Rackmount Chassis, and supports up to 128GB DDR4 memory, making it suitable for commercial applications.","The HoneyComb LX Base U Server by SolidRun is designed for commercial use, featuring a U Rackmount Chassis with dual Cortex-A72 CPU cores from NXP. It supports up to 128GB DDR4 memory and includes 64GB eMMC onboard storage, with additional options for MicroSD and SATA storage. The server provides multiple I/O interfaces including USB, SFP, QSFP, and PCIe slots.","Commercial server applications, data centers, network infrastructure.",['SRLX216S00D00GE064H09CE']
AGS-913I-R11A1E,AGS GPU SERVER,ADVANTECH,U RACKMOUNT,False,x86,128 CPU cores,INTEL,205W,"DDR4 2400MHz ECC REG, 512GB",Intel C622 SATA3 (6Gb/s) controller,100-240V AC,"['Front IO: 2 x USB 3.0', 'Rear IO: 2 x USB 3.0, 1 x VGA, 2 x RJ45']",,Ubuntu 20.04,35°C,0°C,"['UL', '80 PLUS Platinum']",Dual Intel Xeon E5 GPU server with multiple PCIe slots and redundant power supply.,"The AGS GPU Server by Advantech is designed for high-performance computing with dual Intel Xeon E5 processors, supporting multiple PCIe expansion slots for GPU cards, and features a redundant 1600W power supply.","Advantech's AGS GPU Server is equipped with dual Intel Xeon E5 processors, offering robust performance for demanding applications. It supports up to 512GB of DDR4 ECC REG memory and features multiple PCIe slots for expansion, including support for double-deck and single-deck GPU cards. The server is housed in a U rackmount form factor and includes a 1600W redundant power supply with 80 PLUS Platinum certification, ensuring reliability and efficiency.","['High-performance computing', 'Data centers', 'AI and machine learning', 'Scientific simulations']",['AGS-913I-R11A1E']
EmNANO-a56M0-210HA,EMNANOAM,ARBOR TECHNOLOGY,COM EXPRESS MINI,True,x86,Dual Core,AMD,6W/9W,4 GB DDR3L SDRAM,eMMC 5.1 (OEM Request),12V,"['4 USB ports', '2 PCIe x1 Gen2 lanes', '1 SPI', '1 LPC', '2 Serial ATA ports', '1 Gigabit Ethernet']",802.11 a/b/g/n/ac + BT 4.2,"Windows 10 64-bit, Linux: Ubuntu",85°C,-40°C,EN50155:2021,COM Express Mini Type CPU Module with AMD G-Series SoC Dual Core HA and 4 GB DDR3L SDRAM.,"The EmNANOaM is a COM Express Mini Type CPU Module featuring an AMD G-Series SoC Dual Core HA processor, integrated Gigabit Ethernet, and 4 GB DDR3L SDRAM. It supports dual independent displays and operates in extended temperature ranges.","The EmNANOaM module is designed for evaluation purposes, featuring a soldered onboard AMD G-Series SoC Dual Core HA processor. It includes integrated Gigabit Ethernet, single channel 18-bit LVDS, and a DDI port supporting dual independent displays. The module operates in extended temperature ranges from -40°C to 85°C and includes 4 GB DDR3L SDRAM. It offers various I/O interfaces including USB, PCIe, SPI, LPC, and SATA.","Industrial automation, embedded systems, and evaluation platforms.",['EmNANO-a56M0-210HA']
EmNANO-i2300-E3825,EMNANOIE,ARBOR TECHNOLOGY,COM EXPRESS MINI,True,X86,"Dual cores for x6211E, Quad cores for x6413E",INTEL,"6W for x6211E, 9W for x6413E",4GB DDR3L SDRAM,Soldered onboard eMMC 5.1 (OEM Request),5V/12V Auto detect,"['4 x USB ports', '1 x Serial Port', '1 x PCIe x1 Gen2 lanes', '1 x SPI', '1 x LPC', '2 x Serial ATA ports', '1 x Intel i210 PCIe GbE controller']",4G LTE Modules,"Windows 10 64-bit, Linux: Ubuntu",85 oC,-40 oC,CE/FCC Class A,COM Express Mini Type CPU Module with Intel Atom E series processor.,"The EmNANOiE is a COM Express Mini Type CPU Module featuring an Intel Atom E series processor, integrated Gigabit Ethernet, and support for dual independent displays.","The EmNANOiE module is equipped with a soldered onboard Intel Atom E series SoC processor, supporting various interfaces including USB, serial ports, PCIe lanes, and more. It is designed for evaluation purposes with extended operating temperature capabilities.",Smart and integrated avionics applications on helicopters and urban air mobility vehicles,"['EmNANO-i2300-E3825', 'EmNANO-i2300-E3827']"
