name,manufacturer,form_factor,evaluation_or_commercialization,processor_architecture,processor_core_count,processor_manufacturer,processor_tdp,memory,onboard_storage,input_voltage,io_count,wireless,operating_system_bsp,operating_temperature_max,operating_temperature_min,certifications,short_summary,full_summary,full_product_description,target_applications
CAPA,AXIOMTEK,Embedded SBC,False,x86,,INTEL,35W,"DDR4 SODIMM, 32GB",mSATA supported,12V DC,"['4 USB 3.0', '4 USB 2.0', '2 PCIe x1', '1 LPC', '1 SMBus', '2 LAN', '1 VGA', '1 LVDS', '1 HDMI']",Wi-Fi and Bluetooth supported via PCI Express Mini Card slot,,60°C,0°C,,"Embedded SBC with Intel Core i3 processor, multiple I/O interfaces, and mSATA support.","The CAPA is an embedded SBC featuring Intel Core i3 processors, supporting DDR4 SODIMM up to 32GB, with multiple I/O interfaces including USB, PCIe, and LAN, and mSATA storage support.","The CAPA embedded SBC is designed for industrial applications, equipped with Intel Core i3 processors, Intel H or Q chipset, and supports DDR4 SODIMM memory up to 32GB. It offers a variety of I/O options including USB 3.0, USB 2.0, PCIe, LPC, SMBus, and dual LAN ports. The board supports mSATA storage and features display interfaces such as VGA, LVDS, and HDMI. It operates within a temperature range of 0°C to 60°C.","['Industrial Automation', 'Digital Signage', 'Kiosk Systems', 'Medical Equipment']"
AIMB-780,ADVANTECH,ATX,False,x86,Quad-core,INTEL,,"Dual channel DDR3, 16GB max",,12V,"['VGA, Ethernet, USB, Audio, Serial x2']",,,60°C,0°C,FCC Part 15,"Industrial motherboard with Intel Core support, ATX form factor, and multiple I/O interfaces.","The AIMB-780 is an industrial motherboard featuring Intel Core processors, ATX form factor, dual channel DDR3 memory support, and a variety of I/O interfaces including VGA, Ethernet, USB, and audio.","The AIMB-780 motherboard supports Intel Core Quad, Duo, Pentium, and Celeron processors with a maximum speed of 3.0 GHz. It features an Intel G41 chipset, dual channel DDR3 memory up to 16GB, and integrated Intel GMA X4500 graphics. The board includes multiple expansion slots, including PCIe x16 and PCI, and supports SATA II for storage. It offers a range of I/O options, including VGA, Ethernet, USB, and audio interfaces.","Industrial automation, embedded systems, and commercial computing solutions."
MIVF SERIES MINI ITX MOTHERBOARD,IBASE TECHNOLOGY,MINI ITX,False,X86,Quad-core,INTEL,35W,"DDR4 SODIMM, MAX 64GB, SUPPORTS ECC","M.2 NVME, MSATA",12V,"['USB 3.0, USB 2.0, SATA III, COM, PCIE, MINI PCIE']",,,35°C,,"TPM, EUPE, VPRO","Mini ITX motherboard with Intel Xeon/Core processors, multiple I/O options, and TPM support.","The MIVF Series Mini ITX motherboard by IBASE Technology supports Intel Xeon and Core processors, offering a range of I/O interfaces including USB, SATA, and PCIe. It features TPM, vPro, and iSMART technologies, making it suitable for various industrial applications.","IBASE Technology's MIVF Series Mini ITX motherboard is designed for industrial applications, supporting 8th Gen Intel Xeon and Core processors. It includes DDR4 SODIMM slots supporting up to 64GB of ECC memory, multiple storage options including M.2 NVMe and mSATA, and a variety of I/O interfaces such as USB 3.0, SATA III, and PCIe. The board also features TPM, vPro, and iSMART technologies for enhanced security and management.","Industrial automation, embedded systems, network appliances"
MBF MBRF,IBASE,MICRO ATX,False,ARM Cortex-A53,Quad,INTEL,35W,"2 x DDR3 DIMM, Max 16GB",64GB eMMC flash memory,DC power,"['2 x USB 3.0', '8 x USB 2.0', '6 x COM', '4 x SATA II', '2 x SATA III', '3 x PCIe x1', '1 x PCIe x16', '1 x PCI']",5G-compatible M.2 3052 socket,Yocto Linux and Android BSP,60°C,0°C,EN50155,Micro ATX motherboard supporting 3rd Gen Intel Core processors with extensive I/O options.,"The MBF MBRF is a Micro ATX motherboard designed for 3rd Gen Intel Core i3/i5/i7, Pentium, and Celeron processors. It features dual Gigabit LAN, multiple USB and SATA ports, and supports HDMI, DVI-I, and LVDS display interfaces.","The IBASE MBF MBRF motherboard is equipped with Intel Q77/H77 PCH chipset, supporting up to 16GB of DDR3 memory. It includes dual Gigabit LAN ports, multiple USB and SATA interfaces, and expansion slots for PCIe and PCI. The board supports integrated graphics with HDMI, DVI-I, and LVDS outputs, making it suitable for various industrial applications.","['Industrial Automation', 'Digital Signage', 'Kiosk Systems', 'Embedded Computing']"
AIMB-212,ADVANTECH,Mini-ITX,False,x86,2,INTEL,6W,2GB DDR3 800/1066 MHz,CompactFlash Type III,12V DC,"['VGA, 2x Ethernet, 6x USB, Audio, 4x Serial']","Wireless IoT Sensors, Wireless Modules, Wireless IoT Nodes & Extension Boards","Windows Embedded, Win CE",60°C,0°C,,Industrial motherboard supporting Intel Atom processors with Mini-ITX form factor.,"The AIMB-212 is an industrial motherboard featuring Intel Atom N455/D525 processors, Mini-ITX form factor, and supports up to 2GB DDR3 memory. It includes dual LAN, multiple USB and serial ports, and CompactFlash storage.","The AIMB-212 industrial motherboard is designed for embedded applications, offering support for Intel Atom N455 and D525 processors. It features a Mini-ITX form factor, single channel DDR3 memory support up to 2GB, and a variety of I/O options including VGA, dual LAN, USB, and serial ports. The board supports CompactFlash storage and operates within a temperature range of 0°C to 60°C.","Embedded systems, industrial automation, and digital signage."
TREKDH,ADVANTECH,In-Vehicle Smart Display,False,Silvermont,4,Intel,8 watts,DDR4 4GB,64GB UMLC SQFlash SSD,12 V,"['USB Port x 1', 'Smart Display Port x 1', 'Power button x 1', 'Reset button x 1']","IEEE 802.11a/b/g/n/ac, Bluetooth v4.1","Windows 7, Windows 8, Linux",70 C,-30 C,"['CE', 'FCC', 'CCC']","The TREKDH is an in-vehicle smart display designed for fleet management and dispatch applications, featuring a rugged resistive touchscreen and wide operating temperature range.","The TREKDH vehicle display system is ideal for mobile resource management applications in trucks and buses. It features a rugged resistive touchscreen, lightweight housing, and compatibility with RAM mounting solutions. The display supports resolutions up to 800 x 480 pixels and connects to TREK computing boxes via a single cable.","The TREKDH is an in-vehicle smart display system designed for fleet management and dispatch applications. It features a 7-inch WVGA TFT LCD with a rugged resistive touchscreen, five user-programmable function keys, and two 1-watt speakers. The display includes a built-in light sensor for automatic dimming and supports a wide operating temperature range from -30 C to 70 C. It is easily installed with paired TREK computing boxes via a single-cable connection and includes extended I/O ports such as USB Type A, power button, and reset button.","['Fleet management', 'Dispatch applications', 'Mobile resource management', 'Automotive industry']"
VECTOR SBC,EUROTECH,EPIC,False,INTEL,4,INTEL,Low Power Design,1GB DDR2 SDRAM,Optional onboard 2GB/4GB/8GB SSD,5V DC,"['2 x CAN interfaces', '4 x USB host ports', '1 x USB client port', '2 x Gigabit Ethernet', '2 x Serial ports', '1 x VGA interface', '1 x LVDS interface']","One mini-PCIe wireless slot (for 802.11, Bluetooth, and GPS)","['Windows Embedded Standard', 'Windows CE', 'Wind River Linux']",60°C,-40°C,ISO Certification,"The VECTOR SBC is a powerful, low-cost, integrated single board computer with Intel Atom processor, supporting a rich suite of multimedia and I/O capabilities.","The VECTOR SBC by EUROTECH is designed for industrial and commercial applications, featuring Intel Atom processors, EPIC form factor, and a wide range of I/O interfaces including CAN, USB, Ethernet, and more. It supports multiple operating systems and offers flexible expansion options.","EUROTECH's VECTOR SBC is a robust embedded solution with Intel Atom processors, offering low power consumption and high performance. It supports a variety of expansion interfaces such as MiniPCIe, SATA, and CompactFlash, making it ideal for industrial, medical, and transportation applications. The board is capable of operating in a wide temperature range and supports multiple OS options, including Windows Embedded and Linux.","['Medical', 'Industrial', 'Transportation', 'Infotainment']"
ROM NXP ARM CORTEXA IMX RTX MODULE,ADVANTECH,COM,True,ARM,,NXP,,DDR3 1GB,4GB eMMC NAND Flash,5V,"['USB', 'UART', 'CAN', 'GPIO', 'LVDS', 'SATA', 'Ethernet']",Wi-Fi,"['Linux', 'Windows Embedded Compact']",85°C,-40°C,"['RoHS', 'CE', 'FCC Class A']",Low power ARM Cortex-A module with rich I/O and industrial design.,"The ROM NXP ARM CortexA iMX RTX Module is designed for industrial applications, featuring a low power ARM Cortex-A processor, onboard DDR3 memory, and eMMC storage. It supports Linux and Windows Embedded Compact BSPs, with a wide range of I/O options including USB, UART, CAN, and more.","The ROM NXP ARM CortexA iMX RTX Module integrates an ultra-low power NXP iMX series SoC, offering a comprehensive I/O solution with support for dual-channel LVDS, SATA, Ethernet, and more. It is designed for industrial applications with a fanless design, supporting a wide temperature range and featuring certifications like RoHS, CE, and FCC Class A.","['Industrial applications', 'Embedded systems', 'IoT devices']"
COMEMBT,KONTRON,COM EXPRESS MINI,False,X86,,INTEL,,"Up to 8 GByte DDR3L, ECC optional",Up to 64 GByte eMMC,12V,"['Multiple USB, PCIe, SATA, Ethernet, GPIO']",,"['Windows', 'Linux', 'VxWorks']",85°C,-40°C,,"COM Express mini module with Intel Atom and Celeron processors, supporting industrial temperature range.","The COMemBT is a COM Express mini module featuring Intel Atom and Celeron processors, designed for industrial applications with a wide operating temperature range and multiple I/O options.","The COMemBT module by Kontron is built on the COM Express mini form factor, integrating Intel Atom E and Celeron series processors. It supports up to 8 GByte DDR3L memory with ECC option, and onboard storage up to 64 GByte eMMC. The module is equipped with a variety of interfaces including USB, PCIe, SATA, and Ethernet, making it suitable for a wide range of industrial applications. It operates within a temperature range of -40°C to 85°C, ensuring reliability in harsh environments.","['Industrial automation', 'Embedded systems', 'IoT devices']"
LECIMX SMARC SHORT SIZE MODULE,ADLINK TECHNOLOGY INC,SMARC,False,ARM,"1, 2, or 4",FREESCALE,,1GB DDR3L,Up to 64GB eMMC,5Vdc +/- 5%,"['PCIe x1', 'USB 2.0 x4', 'USB OTG x1', 'SATA 3Gb/s x1', 'GPIO x4', 'SDIO x1', 'SPI x1', 'I2C x1', 'CAN x1']","Wi-Fi IEEE 802.11 2X2 MIMO ac/a/b/g/n, Bluetooth 5.0","['Windows Embedded Compact', 'Linux', 'Android', 'VxWorks', 'QNX']",85°C,-40°C,,"LECIMX SMARC Short Size Module with Freescale iMX processors, supporting extreme rugged temperatures.","The LECIMX SMARC Short Size Module features Freescale iMX Solo, DualLite, Dual, and Quad processors, with integrated graphics and video processing, supporting up to 1GB DDR3L memory and 64GB eMMC storage, designed for extreme rugged environments.","The LECIMX SMARC Short Size Module by ADLINK Technology Inc is equipped with Freescale iMX processors ranging from Solo to Quad cores, offering robust performance with integrated graphics and video processing capabilities. It supports up to 1GB DDR3L system memory and up to 64GB eMMC onboard storage. The module is designed for extreme rugged applications with an operating temperature range from -40°C to 85°C. It includes a variety of I/O interfaces such as PCIe, USB, SATA, GPIO, SDIO, SPI, I2C, and CAN, making it suitable for diverse industrial applications. The module supports multiple operating systems including Windows Embedded Compact, Linux, Android, VxWorks, and QNX.","['Industrial automation', 'Embedded systems', 'Rugged computing environments']"
ICES S,NEXCOBOT,COM EXPRESS,False,x86,6,INTEL,95W,"Dual channel DDR4 SODIMM, up to 64GB, 2666MHz, ECC/non-ECC",8GB CFast SSD,12VDC,"['4x USB 3.1 Gen 2', '8x USB 2.0', '4x SATA III', '2x GbE LAN', '4x PCIe x1', '1x PCIe x16', '1x LPC Bus', '1x SM Bus', '2x COM', '16-bit GPIO']",SMARC 2.0 modules support wireless technologies including WLAN and Bluetooth,Microsoft Windows 7 (trial version),60°C,0°C,"CE, FCC Class B","The ICES S is a COM Express basic module featuring Intel's 8th Gen Core processors, supporting dual-channel DDR4 memory and multiple I/O interfaces.","The ICES S series COM Express module supports Intel's 8th Gen Core and Xeon processors, offering high performance with dual-channel DDR4 memory, extensive I/O options including PCIe lanes, USB, SATA, and more, suitable for embedded applications.","The ICES S COM Express basic module is designed for high-performance embedded applications, featuring Intel's 8th Gen Core and Xeon processors. It supports dual-channel DDR4 SODIMM memory up to 64GB with ECC/non-ECC options. The module provides a wide range of I/O interfaces, including multiple PCIe lanes, USB 3.1 Gen 2, USB 2.0, SATA III, and GbE LAN ports. It adheres to the PICMG COM Express specification, allowing for flexible integration into various systems. The module is suitable for applications requiring robust processing power and extensive connectivity options.","['Embedded systems', 'Industrial automation', 'Digital signage', 'Medical devices', 'Networking equipment']"
UDOO X,UDOO,SBC,False,x86,Quad core,INTEL,6W,8 GB DDRL DUAL CHANNEL,32 GB MASS STORAGE,+12VDC ± 5%,['Not Available'],Optional Wireless modules,"Windows 10, 8.1, 7, Linux Flavours for x86 64Bit, Android",+60°C,0°C,"FCC, ISED",UDOO X is a versatile SBC with Intel processors and Arduino compatibility.,"The UDOO X is a single board computer featuring Intel processors, dual-channel DDRL memory, and Arduino Leonardo compatibility, offering a range of interfaces including HDMI, USB, and optional wireless modules.","UDOO X combines the power of Intel processors with the flexibility of Arduino Leonardo compatibility. It includes 8 GB DDRL dual-channel memory, 32 GB onboard storage, and supports a variety of interfaces such as HDMI, USB, and optional wireless modules. The board is designed for both development and commercial applications.","Development platforms, IoT applications, multimedia projects, educational purposes."
SRPFPVAE,ADVANTECH,SMALL SIZE,True,x86,2,AMD,65W,4 GB DDR3 1600 MHz,8 GB eMMC NAND Flash,12 VDC,"['2 x HDMI', '2 x DisplayPort', '2 x GbE', '4 x USB', '2 x RS-232', '2 x RS-485']","Intel AX211, Qualcomm WCN6856",ThinManager,60°C,-10°C,"['CE', 'FCC', 'UL', 'CCC', 'BSMI']",Advantech's SRPFPVAE is a ThinManager compatible industrial thin client with dual-core AMD processor and multi-monitor support.,"The SRPFPVAE is designed for industrial applications, offering centralized management with ThinManager compatibility, dual-core AMD processing, and support for multiple digital video interfaces including DisplayPort and HDMI.","Advantech's SRPFPVAE is a compact, fanless industrial thin client featuring an AMD G-series dual-core processor, 4 GB DDR3 memory, and multiple I/O interfaces including HDMI, DisplayPort, and Ethernet. It supports ThinManager for centralized management and is suitable for factory floor applications.","['Industrial thin client applications', 'Factory floor management', 'Centralized management solutions']"
